Title,Download_link
Теория алгоритмов учебное пособие для студентов высших учебных заведений обучающихся по направлениям Информатика и вычислительная техника Информационные системы и технологии,http://libgen.rs/get?&md5=0FED267B0F6A3555A175331A8432E9B7
Теория информации учеб пособие для студентов вузов обучающихся по направлению 654600 Информатика и вычисл техника специальности 220200 Автоматизир системы обработки информации и упр,http://libgen.rs/get?&md5=FDD19300770FD5E71EC4CB3924159CFE
Сборник задач по полупроводниковой электронике учеб пособие для студентов вузов обучающихся по направлению подгот дипломир специалистов Информатика и вычисл техника,http://libgen.rs/get?&md5=0A9926B3ED54C23154444499635EB38A
Труды конференции посвященной 10летию РФФИ Математика Механика Информатика,http://libgen.rs/get?&md5=FB0DDA6AECC92B0A5FD1DE4E41B69065
Комплексный анализ и информатика,http://libgen.rs/get?&md5=B579888938F51A6764FA3851BCDB1C42
Дифференциальные уравнения в частных производных Учеб для вузов по направлениям Математика Прикладная математика и информатика Математика прикладная математика специальностям Математика Прикладная математика,http://libgen.rs/get?&md5=A7E4C87FF1E6951908B3F8519F3C229C
Интервальная математика для студентов вузов обучающихся по специальности 010200 Прикладная математика и информатика  и направлению 510200 Прикладная математика и информатика  учеб пособие,http://libgen.rs/get?&md5=4618BE4FFE72AB3D6D28DFCCC9C191FF
Компьютеры и нелинейные явления Информатика и современное естествознание Сб ст,http://libgen.rs/get?&md5=0D28528A91ED32C36AC1EC1E81E1D62E
Цифровая обработка сигналов Учеб пособие для студентов вузов обучающихся по направлению подгот дипломир специалистов Информатика и вычисл техника,http://libgen.rs/get?&md5=987558B3C7DBFB3EEC15718074039AB5
Чувствительность в оптимизации для студентов вузов обучающихся по специальности 010200 Прикладная математика и информатика и направлению 510200 Прикладная математика и информатика,http://libgen.rs/get?&md5=3A8B24C9B4E9D98EAD01F72AA0EF340D
Математическая теория рассеяния Общая теория Учеб пособие для вузов по направлению Прикл математика и информатика и спец Прикл математика и физика,http://libgen.rs/get?&md5=8AF4F97E811865862C9027C6775927B9
Теория вероятностей и математическая статистика учебное пособие для студентов высших учебных заведений обучающихся по направлениям Физика Прикладная математика и информатика специальностям Физика Прикладная математика,http://libgen.rs/get?&md5=9E63B33BE8D2E63AE100BDD689463539
Математические методы обработки неопределенных данных Учеб пособие для студентов вузов обучающихся по направлению и специальности Прикл математика и информатика,http://libgen.rs/get?&md5=77BCB2756836F2F10AB4CC70D00E26ED
Математические методы обработки неопределенных данных учеб пособие для студентов вузов обучающихся по направлению и специальности Прикладная математика и информатика,http://libgen.rs/get?&md5=2A441679075A151C825D8010824E54F5
Информатика кибернетика интеллект Философские очерки,http://libgen.rs/get?&md5=F3C565658F98D440AF19B5F2D416DF04
Специальная информатика,http://libgen.rs/get?&md5=9148D8A943A3AB1CD65721EDE51AA87F
Информационные системы в экономике Учеб для студентов вузов обучающихся по спец 351400 Прикладная информатика,http://libgen.rs/get?&md5=E33B9C6F24D0AD858804151D2EB40D69
Assembler Учеб пособие для студентов вузов обучающихся по направлению подгот дипломир специалистов Информатика и вычисл техника,http://libgen.rs/get?&md5=866AFB9F4775E86C77D1575B3878BCAC
Избранные труды Том 2 Теория алгоритмов и конструктивная математика Математическая логика Информатика и смежные вопросы,http://libgen.rs/get?&md5=FFE979D58A98A7F2FDAA900D1C5B403F
Процессоры цифровой обработки сигналов Учеб пособие по курсу Микропроцесоры для студентов обучающихся по направлению Информатика и вычисл техника,http://libgen.rs/get?&md5=3E640798DAAD21C600A76862BB49C0BA
Интернет вещей Будущее уже здесь,http://libgen.rs/get?&md5=73CBFF87BD22F94C8AC47F7607712DC0
Корреляция данных безопасности в сетях Интернет вещей,http://libgen.rs/get?&md5=750FAFC358944618E8C537240E92B13F
Интернет вещей,http://libgen.rs/get?&md5=603F5DE79EA374BCCDE4E8181F67C906
Интернет вещей видео аудио коммутация,http://libgen.rs/get?&md5=779E96A0E8014CD2E263D7DF22BCD8B1
Интернет вещей Учебное пособие,http://libgen.rs/get?&md5=172CF4DBE499CDFE0741625591B8CF58
Интернет вещей с ESP8266,http://libgen.rs/get?&md5=B7D8F138E0990E0BF77E5753AEE51483
Человек в техносреде конвергентные технологии глобальные сети Интернет вещей Сборник научных статей Выпуск 1,http://libgen.rs/get?&md5=65DEDCB2FF9E63E851988210059BB26F
